,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
4726,49940274,1.0,False,Oud-Oost,52.34,4.93,Private room,3,1,2,10,293.0,1,360,True,5,0,4.13,True,97.7,293,0.04,0.16,0.25,4.99,0.8136986301369863,1705.4794520547946
4727,49940338,1.0,False,Oud-Oost,52.34,4.93,Private room,2,1,1,12,232.0,1,360,True,13,0,3.67,True,116.0,232,0.09,0.22,0.24,4.99,0.9260273972602739,1350.3835616438357
4728,49940408,1.0,False,Oud-Oost,52.34,4.93,Private room,2,1,2,5,247.0,1,360,True,15,0,4.5,True,123.5,247,0.11,0.16,0.25,4.99,0.8821917808219178,1436.13698630137
4730,49963170,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,1,112.0,3,1125,True,0,0,5.0,True,56.0,336,0.07,0.12,0.18,4.99,0.0,560.0
4731,50021981,0.88,True,Westerpark,52.38,4.88,Entire home/apt,2,1,1,3,89.0,3,1125,True,0,2,4.85,False,44.5,267,0.06,0.12,0.14,4.99,0.4246575342465753,460.26027397260276
4733,50028362,1.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,9,90.0,3,12,True,2,1,5.0,True,45.0,270,0.07,0.13,0.16,4.99,0.005479452054794521,499.8767123287671
4734,50068082,1.0,False,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,4,2,4,5,68.0,18,30,True,0,0,4.49,True,17.0,1224,0.05,0.16,0.16,2.99,0.0,384.3835616438356
4735,50068790,0.84,False,Oud-Noord,52.4,4.902,Entire home/apt,2,1,1,6,114.0,8,30,True,0,0,5.0,True,57.0,912,0.08,0.11,0.21,4.99,0.4794520547945205,571.3698630136986
4737,50078430,0.55,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,9,285.0,5,5,True,2,0,5.0,False,142.5,1425,0.06,0.2,0.2,4.99,0.4301369863013699,1425.0
4740,50116117,0.67,False,Watergraafsmeer,52.34,4.934,Entire home/apt,4,3,3,13,199.0,26,28,True,0,0,5.0,False,49.75,5174,0.07,0.16,0.21,4.99,0.052054794520547946,1002.6438356164383
4741,50116226,1.0,False,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,4,2,2,3,175.0,4,1125,True,0,0,5.0,False,43.75,700,0.08,0.2,0.19,4.99,0.0,949.2602739726027
4743,50126016,0.99,False,De Aker - Nieuw Sloten,52.34,4.824,Private room,2,1,1,2,90.0,3,62,True,0,6,4.65,True,45.0,270,0.05,0.11,0.15,4.99,0.4986301369863014,483.71232876712327
4745,50135127,0.99,True,Centrum-Oost,52.38,4.902,Private room,4,2,2,1,155.0,2,1125,True,0,5,4.96,False,38.75,310,0.06,0.16,0.18,4.99,0.6027397260273972,812.054794520548
4746,50150930,0.67,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,2,2,7,135.0,14,365,True,0,0,4.5,False,67.5,1890,0.06,0.13,0.2,4.99,0.0,675.0
4747,50161619,0.82,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,2,1,1,11,180.0,4,1125,True,0,1,5.0,False,90.0,720,0.07,0.15,0.18,4.99,0.0,900.0
4749,50164721,0.82,False,Westerpark,52.38,4.887,Entire home/apt,2,2,3,6,100.0,14,22,True,0,0,4.0,False,50.0,1400,0.07,0.18,0.19,4.99,0.09863013698630137,500.0
4750,50165985,0.82,False,Westerpark,52.38,4.887,Entire home/apt,2,2,2,2,120.0,3,5,True,0,0,4.75,True,60.0,360,0.07,0.18,0.2,4.99,0.12054794520547946,716.8493150684932
4758,50224331,0.34,False,Oud-Noord,52.4,4.91,Entire home/apt,4,2,2,14,325.0,3,14,True,0,0,5.0,False,81.25,975,0.11,0.17,0.17,4.99,0.0,1625.0
4762,50243968,0.0,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,6,143.0,7,365,True,0,0,5.0,False,71.5,1001,0.06,0.16,0.21,4.99,0.0,715.0
4764,50259605,0.71,False,Oud-Oost,52.34,4.914,Entire home/apt,2,1,1,9,150.0,4,1125,True,0,0,4.71,False,75.0,600,0.07,0.18,0.18,4.99,0.010958904109589041,752.8356164383562
4768,50324431,0.74,False,Zuid,52.34,4.88,Entire home/apt,2,2,2,8,322.0,4,30,True,13,0,5.0,False,161.0,1288,0.07,0.21,0.24,4.99,0.5041095890410959,1634.0684931506848
4769,50325628,0.0,False,De Pijp - Rivierenbuurt,52.34,4.887,Entire home/apt,4,3,3,15,400.0,6,1125,True,0,0,4.76,True,100.0,2400,0.08,0.06,0.24,10.99,0.3315068493150685,2052.178082191781
4770,50335507,0.43,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,4,2,2,15,246.0,3,30,True,1,0,5.0,False,61.5,738,0.08,0.29,0.28,4.99,0.0027397260273972603,1214.8082191780823
4772,50341457,0.57,False,De Pijp - Rivierenbuurt,52.34,4.89,Private room,2,1,3,4,85.0,3,28,True,2,7,4.76,True,42.5,255,0.05,0.14,0.14,4.99,0.26301369863013696,510.4931506849315
4773,50342109,0.91,False,Centrum-West,52.38,4.895,Private room,2,1,1,12,201.0,1,7,True,7,0,4.4,True,100.5,201,0.08,0.2,0.26,4.99,0.8493150684931506,1096.4246575342465
4774,50342116,0.74,False,Centrum-West,52.38,4.895,Private room,2,1,1,10,187.0,2,4,True,3,2,4.82,True,93.5,374,0.07,0.08,0.14,4.99,0.7890410958904109,1069.6164383561643
4775,50351833,1.0,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,4,5,6,9,195.0,3,22,True,0,0,5.0,False,48.75,585,0.08,0.15,0.24,4.99,0.03561643835616438,1030.5068493150684
4776,50353348,1.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,6,98.0,26,30,True,0,0,5.0,False,49.0,2548,0.06,0.1,0.16,4.99,0.0,490.0
4777,50361586,0.69,False,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,4,2,2,5,175.0,3,14,True,0,0,5.0,False,43.75,525,0.06,0.13,0.22,4.99,0.0027397260273972603,913.3835616438356
4778,50369038,0.33,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,3,4,11,296.0,3,1125,True,0,1,5.0,False,74.0,888,0.04,0.21,0.24,4.99,0.0,1405.890410958904
4783,50383849,1.0,False,Osdorp,52.34,4.805,Private room,2,1,1,5,134.0,1,365,True,25,128,4.64,True,67.0,134,0.07,0.18,0.17,4.99,0.9863013698630136,1228.6438356164383
4784,50394338,1.0,True,Westerpark,52.38,4.867,Entire home/apt,2,1,1,4,120.0,3,28,True,0,1,5.0,False,60.0,360,0.06,0.17,0.2,4.99,0.1643835616438356,600.0
4786,50397584,1.0,False,Gaasperdam - Driemond,52.28,4.992,Entire home/apt,4,6,6,8,175.0,5,30,True,0,0,5.0,False,43.75,875,0.07,0.18,0.19,4.99,0.01643835616438356,889.3835616438356
4787,50398449,0.3,False,Bos en Lommer,52.38,4.85,Entire home/apt,3,2,2,13,178.0,3,1125,True,1,2,4.86,False,59.34,534,0.07,0.19,0.16,4.99,0.0027397260273972603,875.3150684931506
4789,50409281,0.21,False,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,10,192.0,4,90,True,0,0,5.0,False,96.0,768,0.07,0.17,0.15,4.99,0.40821917808219177,960.0
4790,50416453,1.0,False,Zuid,52.38,4.88,Entire home/apt,6,5,5,11,325.0,7,28,True,0,0,5.0,True,54.16,2275,0.05,0.18,0.26,4.99,0.4657534246575342,1625.0
4793,50439070,0.69,False,Centrum-Oost,52.38,4.91,Entire home/apt,2,1,1,6,139.0,5,30,True,0,1,5.0,False,69.5,695,0.08,0.1,0.18,4.99,0.0027397260273972603,740.4520547945206
4794,50451988,1.0,False,Osdorp,52.38,4.805,Private room,2,1,1,8,127.0,1,365,True,8,12,4.66,True,63.5,127,0.07,0.23,0.2,4.99,0.7917808219178082,1167.3150684931506
4795,50452179,1.0,False,Osdorp,52.38,4.805,Private room,2,1,2,8,147.0,1,365,True,27,34,4.7,True,73.5,147,0.07,0.11,0.19,4.99,0.9917808219178083,1351.4657534246576
4796,50452284,1.0,False,Osdorp,52.38,4.805,Private room,3,1,2,11,209.0,1,365,True,22,6,4.52,True,69.7,209,0.07,0.26,0.26,4.99,0.947945205479452,1964.0684931506848
4797,50452369,1.0,False,Osdorp,52.34,4.805,Private room,4,1,2,13,237.0,1,365,True,16,5,4.6,True,59.25,237,0.07,0.23,0.21,4.99,0.9041095890410958,2210.1369863013697
4799,50457058,0.86,False,Oostelijk Havengebied - Indische Buurt,52.38,4.938,Entire home/apt,2,1,1,5,120.0,10,16,True,2,0,5.0,False,60.0,1200,0.07,0.07,0.17,4.99,0.0273972602739726,600.8219178082192
4800,50459483,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,3,3,8,180.0,3,12,True,0,0,5.0,False,45.0,540,0.07,0.15,0.24,4.99,0.010958904109589041,952.8493150684932
4802,50461393,0.09,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,2,26,650.0,3,365,True,3,0,4.32,True,162.5,1950,0.05,0.2,0.35,10.99,0.8876712328767123,3225.3424657534247
4807,50511985,1.0,True,Geuzenveld - Slotermeer,52.38,4.82,Private room,2,1,1,3,70.0,3,15,True,3,3,4.84,False,35.0,210,0.05,0.11,0.15,2.99,0.6520547945205479,363.972602739726
4808,50515860,0.97,True,Oud-Oost,52.38,4.914,Entire home/apt,2,1,1,10,130.0,2,1125,True,0,2,5.0,False,65.0,260,0.06,0.1,0.18,4.99,0.005479452054794521,654.931506849315
4809,50520756,0.4,False,Westerpark,52.4,4.875,Entire home/apt,4,3,5,13,306.0,2,1125,True,2,0,5.0,False,76.5,612,0.12,0.14,0.36,4.99,0.0136986301369863,1549.5890410958905
4812,50522635,1.0,False,De Aker - Nieuw Sloten,52.34,4.785,Entire home/apt,4,3,4,10,249.0,3,30,True,0,0,5.0,False,62.25,747,0.06,0.3,0.27,4.99,0.024657534246575342,1245.2602739726028
4818,50544630,1.0,True,Geuzenveld - Slotermeer,52.38,4.82,Private room,2,1,1,5,70.0,3,15,True,3,3,4.85,False,35.0,210,0.06,0.1,0.16,2.99,0.7013698630136986,364.4246575342466
4819,50557106,0.26,False,Zuid,52.34,4.863,Entire home/apt,2,1,1,4,131.0,7,7,True,8,1,5.0,False,65.5,917,0.07,0.19,0.19,4.99,0.18082191780821918,657.1232876712329
4821,50564592,0.42,False,Centrum-West,52.38,4.89,Private room,4,2,3,13,377.0,2,30,True,2,1,5.0,False,94.25,754,0.07,0.19,0.24,4.99,0.005479452054794521,1917.6301369863013
4822,50568202,1.0,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,5,103.0,6,1125,True,0,0,5.0,False,51.5,618,0.05,0.18,0.16,4.99,0.0,515.013698630137
4823,50586333,0.19,False,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,2,2,1,5,80.0,7,30,True,0,0,5.0,False,40.0,560,0.07,0.11,0.15,4.99,0.0,402.93150684931504
4827,50605312,0.41,False,Centrum-West,52.38,4.88,Entire home/apt,3,2,2,15,200.0,4,365,True,0,0,5.0,False,66.7,800,0.05,0.21,0.22,4.99,0.0,1000.0
4828,50608863,0.44,False,Watergraafsmeer,52.34,4.93,Entire home/apt,3,2,2,8,225.0,3,31,True,0,1,5.0,False,75.0,675,0.08,0.22,0.17,4.99,0.0,1125.0
4829,50613624,1.0,True,Geuzenveld - Slotermeer,52.38,4.78,Private room,5,2,2,22,552.0,1,12,True,16,0,4.3,True,110.4,552,0.07,0.3,0.31,10.99,0.4273972602739726,2672.3835616438355
4830,50625568,1.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,5,150.0,7,30,True,0,0,5.0,True,75.0,1050,0.08,0.14,0.24,4.99,0.06575342465753424,750.0
4831,50630087,0.49,False,De Pijp - Rivierenbuurt,52.34,4.91,Entire home/apt,2,1,1,6,150.0,7,31,True,5,0,5.0,False,75.0,1050,0.07,0.15,0.24,4.99,0.0821917808219178,776.9589041095891
4835,50648502,1.0,False,Geuzenveld - Slotermeer,52.38,4.836,Private room,3,1,3,4,85.0,3,7,True,1,2,5.0,True,28.33,255,0.05,0.13,0.15,4.99,0.40821917808219177,426.7808219178082
4836,50650213,0.75,False,De Pijp - Rivierenbuurt,52.34,4.91,Entire home/apt,4,2,2,5,200.0,3,10,True,1,3,4.8,False,50.0,600,0.12,0.12,0.15,4.99,0.0027397260273972603,1041.3424657534247
4837,50650317,0.23,False,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,2,1,1,12,300.0,5,31,True,9,0,4.83,False,150.0,1500,0.1,0.19,0.21,4.99,0.0684931506849315,842.9589041095891
4839,50664766,0.67,False,Centrum-West,52.38,4.89,Private room,4,3,3,10,208.0,7,1125,True,0,0,4.83,True,52.0,1456,0.1,0.19,0.22,4.99,0.4767123287671233,1268.8219178082193
4840,50666229,0.98,False,De Baarsjes - Oud-West,52.38,4.863,Private room,4,2,4,6,190.0,4,365,True,6,0,4.86,True,47.5,760,0.06,0.19,0.22,4.99,0.2136986301369863,1100.7534246575342
4845,50694554,1.0,True,Geuzenveld - Slotermeer,52.38,4.78,Private room,2,1,1,9,309.0,1,12,True,23,0,5.0,True,154.5,309,0.06,0.15,0.2,4.99,0.4986301369863014,1496.2465753424658
4846,50695485,1.0,True,Geuzenveld - Slotermeer,52.38,4.78,Private room,2,1,1,5,194.0,1,12,True,0,0,5.0,True,97.0,194,0.07,0.2,0.22,4.99,0.0,883.1643835616438
4848,50713619,0.35,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,9,300.0,4,18,True,0,0,4.67,False,150.0,1200,0.11,0.24,0.31,4.99,0.0,1500.0
4851,50739369,1.0,True,Geuzenveld - Slotermeer,52.38,4.777,Private room,4,1,2,12,353.0,1,12,True,20,0,5.0,True,88.25,353,0.09,0.22,0.2,4.99,0.4904109589041096,1709.972602739726
4852,50742990,1.0,True,Geuzenveld - Slotermeer,52.38,4.78,Private room,2,1,1,17,249.0,1,12,True,20,0,5.0,True,124.5,249,0.05,0.12,0.2,4.99,0.5013698630136987,1074.7671232876712
4853,50743857,1.0,True,Geuzenveld - Slotermeer,52.38,4.78,Private room,4,2,2,14,441.0,1,12,True,17,2,4.2,True,110.25,441,0.05,0.23,0.3,10.99,0.4520547945205479,2137.4794520547944
4854,50749565,0.78,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,4,2,1,7,145.0,3,365,True,0,0,4.43,False,36.25,435,0.06,0.17,0.15,4.99,0.0,725.0
4856,50770030,0.97,False,De Baarsjes - Oud-West,52.38,4.863,Private room,2,1,1,5,82.0,6,14,True,0,2,4.37,False,41.0,492,0.07,0.09,0.15,4.99,0.043835616438356165,384.3424657534247
4859,50806119,0.6,False,Bos en Lommer,52.38,4.86,Entire home/apt,2,1,1,1,125.0,7,1125,True,0,0,4.5,False,62.5,875,0.07,0.11,0.17,4.99,0.049315068493150684,625.7671232876712
4860,50815719,0.56,False,Bos en Lommer,52.38,4.86,Entire home/apt,2,1,1,7,150.0,5,30,True,0,1,5.0,False,75.0,750,0.06,0.17,0.21,4.99,0.0,750.0
4861,50820297,0.64,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,6,95.0,7,365,True,0,0,5.0,False,47.5,665,0.04,0.11,0.16,4.99,0.0,475.0
4867,50840324,0.71,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,15,275.0,3,10,True,0,1,5.0,False,137.5,825,0.12,0.26,0.27,4.99,0.18356164383561643,1340.4931506849316
4868,50840573,0.57,False,Westerpark,52.38,4.875,Entire home/apt,2,1,1,10,250.0,3,1125,True,0,0,5.0,False,125.0,750,0.13,0.19,0.21,4.99,0.0,1250.0
4869,50840955,0.57,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,12,244.0,2,23,True,1,0,5.0,False,122.0,488,0.08,0.21,0.26,4.99,0.005479452054794521,1359.5205479452054
4870,50844052,0.38,False,Zuid,52.34,4.848,Entire home/apt,2,1,1,4,140.0,5,365,True,1,0,5.0,True,70.0,700,0.08,0.14,0.16,4.99,0.1178082191780822,700.1369863013699
4871,50844158,0.47,False,Westerpark,52.38,4.875,Entire home/apt,4,2,3,3,75.0,3,12,True,1,1,5.0,False,18.75,225,0.05,0.14,0.17,4.99,0.00821917808219178,460.32876712328766
4872,50848503,0.56,False,Bos en Lommer,52.38,4.848,Entire home/apt,2,1,1,8,81.0,3,14,True,0,0,5.0,False,40.5,243,0.06,0.1,0.14,4.99,0.0136986301369863,399.1095890410959
4873,50861438,0.84,True,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,3,2,2,18,450.0,3,14,True,0,0,4.76,True,150.0,1350,0.11,0.29,0.21,10.99,0.36712328767123287,1527.0
4877,50886022,0.49,False,Centrum-West,52.38,4.875,Entire home/apt,3,1,2,5,120.0,3,30,True,0,0,3.4,False,40.0,360,0.06,0.13,0.21,4.99,0.0,600.0
4878,50894881,1.0,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,4,2,2,13,372.0,1000,1001,True,1,0,4.67,False,93.0,372000,0.08,0.2,0.25,4.99,0.11506849315068493,1424.4931506849316
4881,50928224,0.52,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,11,300.0,4,365,True,2,0,5.0,False,150.0,1200,0.14,0.2,0.24,4.99,0.005479452054794521,1485.7397260273972
4887,50986632,0.75,False,Slotervaart,52.34,4.836,Entire home/apt,4,2,2,6,221.0,3,30,True,1,1,4.0,False,55.25,663,0.09,0.17,0.27,4.99,0.0027397260273972603,1221.9041095890411
4889,50996767,1.0,False,De Baarsjes - Oud-West,52.38,4.85,Private room,1,1,1,1,81.0,3,365,True,18,0,4.4,True,81.0,243,0.05,0.15,0.16,4.99,0.19452054794520549,457.26027397260276
4890,50997803,0.41,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,3,2,1,6,410.0,3,365,True,24,1,4.27,True,136.6,1230,0.08,0.28,0.27,10.99,0.9205479452054794,1589.6575342465753
4891,51011718,0.26,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,1,130.0,3,1125,True,0,1,5.0,False,65.0,390,0.06,0.16,0.17,4.99,0.005479452054794521,650.0
4892,51015371,1.0,False,Westerpark,52.38,4.883,Entire home/apt,3,2,2,7,220.0,4,14,True,0,0,5.0,True,73.3,880,0.09,0.19,0.3,4.99,0.0,1100.0
4893,51022024,0.5,False,Watergraafsmeer,52.34,4.926,Entire home/apt,2,1,1,1,110.0,5,365,True,0,0,5.0,False,55.0,550,0.07,0.19,0.18,4.99,0.0273972602739726,559.7260273972603
4894,51031838,0.99,False,De Baarsjes - Oud-West,52.38,4.85,Private room,1,1,1,1,80.0,3,1125,True,8,3,4.6,True,80.0,240,0.06,0.1,0.16,4.99,0.8602739726027397,449.041095890411
4898,51061195,0.43,False,Westerpark,52.38,4.87,Entire home/apt,4,2,2,12,350.0,3,30,True,0,0,5.0,False,87.5,1050,0.1,0.17,0.25,4.99,0.0,1750.0
4899,51062932,0.45,False,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,2,1,1,11,220.0,3,360,True,6,1,5.0,True,110.0,660,0.08,0.21,0.17,4.99,0.01643835616438356,1100.0
4901,51100945,0.14,False,Centrum-Oost,52.38,4.914,Entire home/apt,2,1,1,8,215.0,5,11,True,1,0,5.0,False,107.5,1075,0.08,0.13,0.27,4.99,0.6465753424657534,1075.13698630137
4904,51116938,1.0,True,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,2,1,1,3,150.0,3,5,True,0,0,5.0,False,75.0,450,0.07,0.23,0.17,4.99,0.0,792.6027397260274
4905,51119975,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.934,Entire home/apt,4,2,2,11,175.0,3,30,True,0,0,4.67,True,43.75,525,0.08,0.24,0.2,4.99,0.0,898.4657534246576
4907,51123644,0.55,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,8,350.0,3,15,True,0,0,4.75,False,175.0,1050,0.13,0.26,0.21,4.99,0.0136986301369863,1750.0
4909,51140438,0.5,False,De Baarsjes - Oud-West,52.38,4.85,Entire home/apt,2,1,1,9,99.0,6,10,True,0,1,5.0,True,49.5,594,0.05,0.13,0.16,4.99,0.0,495.0
4910,51144055,0.77,False,Centrum-West,52.38,4.883,Private room,3,1,3,8,89.0,3,56,True,0,6,4.62,False,29.67,267,0.04,0.12,0.15,4.99,0.4054794520547945,445.0
4912,51171051,0.5,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,3,1,1,8,200.0,2,30,True,2,1,5.0,False,66.7,400,0.09,0.25,0.26,4.99,0.005479452054794521,1000.0
4918,51219225,0.61,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,7,145.0,7,180,True,19,0,5.0,False,72.5,1015,0.04,0.16,0.15,4.99,0.863013698630137,531.027397260274
4919,51223482,0.67,True,Centrum-West,52.38,4.89,Entire home/apt,4,2,3,12,350.0,3,30,True,0,1,4.93,False,87.5,1050,0.1,0.11,0.23,4.99,0.0,1755.4794520547946
4922,51241075,0.49,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,2,11,275.0,3,7,True,5,3,4.83,False,68.75,825,0.1,0.12,0.23,4.99,0.07123287671232877,2138.5616438356165
4924,51260710,0.75,True,Centrum-West,52.38,4.883,Entire home/apt,6,3,3,28,700.0,3,25,True,0,2,4.53,True,116.7,2100,0.08,0.15,0.34,10.99,0.005479452054794521,3500.0
4925,51276445,0.55,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,1,100.0,4,365,True,2,2,5.0,False,50.0,400,0.06,0.18,0.19,4.99,0.005479452054794521,525.0410958904109
4927,51278872,0.58,False,De Baarsjes - Oud-West,52.38,4.875,Private room,2,1,1,15,350.0,4,1125,True,4,0,5.0,False,175.0,1400,0.08,0.19,0.22,4.99,0.273972602739726,1750.0
4928,51283980,0.62,False,Bos en Lommer,52.38,4.848,Entire home/apt,2,1,1,4,103.0,4,30,True,0,1,5.0,False,51.5,412,0.06,0.11,0.19,4.99,0.2191780821917808,498.3424657534247
4931,51314809,1.0,True,Westerpark,52.38,4.875,Private room,2,1,1,15,226.0,1,365,True,20,2,4.77,True,113.0,226,0.04,0.11,0.25,4.99,0.9534246575342465,918.5890410958904
4933,51318268,0.53,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,12,150.0,5,1125,True,5,1,5.0,False,75.0,750,0.08,0.2,0.23,4.99,0.030136986301369864,753.2876712328767
4935,51380625,0.8,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,3,2,1,16,330.0,15,30,True,1,0,5.0,False,110.0,4950,0.15,0.22,0.22,4.99,0.07945205479452055,1639.86301369863
4936,51382300,0.63,True,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,4,135.0,7,1125,True,8,0,5.0,False,67.5,945,0.06,0.13,0.14,4.99,0.0273972602739726,517.4794520547945
4937,51383116,0.58,False,Oud-Noord,52.4,4.9,Entire home/apt,4,2,2,10,226.0,3,1125,True,0,2,4.6,False,56.5,678,0.08,0.15,0.24,4.99,0.0,1160.876712328767
4939,51404069,0.44,False,Oud-Oost,52.34,4.91,Entire home/apt,2,1,1,4,175.0,4,14,True,2,0,5.0,False,87.5,700,0.08,0.14,0.2,4.99,0.43561643835616437,875.0
4940,51416595,0.33,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,4,2,2,13,300.0,14,30,True,0,0,5.0,False,75.0,4200,0.1,0.17,0.29,4.99,0.1095890410958904,1500.0
4943,51446589,0.18,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,1,1,6,151.0,2,1125,True,0,0,5.0,False,75.5,302,0.08,0.2,0.21,4.99,0.0,788.4246575342465
4944,51447904,1.0,False,Bos en Lommer,52.38,4.85,Entire home/apt,3,1,1,1,98.0,3,1125,True,0,0,5.0,True,32.66,294,0.06,0.14,0.15,4.99,0.0,490.28767123287673
4946,51457335,0.5,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,4,2,2,18,400.0,3,365,True,3,0,4.65,True,100.0,1200,0.12,0.2,0.25,10.99,0.00821917808219178,1995.890410958904
4947,51476794,1.0,False,Westerpark,52.38,4.867,Entire home/apt,4,2,2,18,350.0,3,3,True,0,0,4.85,True,87.5,1050,0.09,0.16,0.22,4.99,0.0,1750.0
4948,51477304,1.0,False,De Baarsjes - Oud-West,52.38,4.875,Private room,2,1,2,6,124.0,2,30,True,12,1,3.5,True,62.0,248,0.07,0.14,0.22,4.99,0.8849315068493151,1063.958904109589
4949,51477345,0.04,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,4,2,3,10,314.0,5,25,True,0,1,5.0,False,78.5,1570,0.14,0.18,0.16,4.99,0.0,1571.2328767123288
4950,51483567,0.78,False,Westerpark,52.38,4.88,Entire home/apt,3,2,2,9,150.0,20,30,True,0,0,5.0,False,50.0,3000,0.08,0.16,0.17,4.99,0.0,750.0
4952,51501124,0.5,False,Noord-West,52.4,4.9,Entire home/apt,3,1,1,1,100.0,19,30,True,1,0,5.0,False,33.34,1900,0.05,0.14,0.22,4.99,0.005479452054794521,500.0
4954,51516943,0.46,False,Westerpark,52.38,4.883,Entire home/apt,4,2,2,11,267.0,4,25,True,1,0,4.75,False,66.75,1068,0.09,0.08,0.22,4.99,0.0547945205479452,1239.7260273972602
4956,51535182,0.68,True,Centrum-West,52.38,4.88,Private room,2,1,1,9,197.0,2,120,True,9,9,5.0,False,98.5,394,0.09,0.15,0.16,4.99,0.15342465753424658,1113.0684931506848
4958,51546018,1.0,False,Oud-Oost,52.34,4.906,Entire home/apt,2,1,1,7,200.0,4,14,True,0,0,5.0,False,100.0,800,0.09,0.2,0.28,4.99,0.0,1000.0
4959,51546609,0.71,False,Bos en Lommer,52.38,4.855,Entire home/apt,4,2,2,16,330.0,2,14,True,0,0,5.0,False,82.5,660,0.14,0.19,0.16,4.99,0.021917808219178082,1669.7534246575342
4960,51549763,0.55,False,Centrum-Oost,52.38,4.914,Entire home/apt,2,1,1,6,175.0,3,30,True,0,0,4.86,False,87.5,525,0.07,0.22,0.2,4.99,0.0,918.8082191780821
4964,51566951,0.71,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,8,150.0,7,1125,True,1,0,4.67,False,75.0,1050,0.08,0.18,0.2,4.99,0.0410958904109589,499.8904109589041
4966,51572428,0.6,False,Centrum-West,52.38,4.88,Private room,2,1,1,2,109.0,2,1125,True,5,1,4.65,True,54.5,218,0.06,0.2,0.18,4.99,0.4547945205479452,544.986301369863
4967,51581410,0.5,False,Gaasperdam - Driemond,52.28,4.97,Entire home/apt,2,1,1,7,96.0,7,1125,True,0,0,5.0,False,48.0,672,0.07,0.11,0.17,4.99,0.0,469.8082191780822
4969,51602353,0.63,False,Oud-Oost,52.34,4.914,Entire home/apt,4,1,2,2,100.0,6,15,True,0,0,5.0,False,25.0,600,0.07,0.17,0.22,4.99,0.0027397260273972603,538.6438356164383
4971,51631137,1.0,True,Oud-Oost,52.34,4.92,Entire home/apt,4,2,3,16,500.0,1,1125,True,2,0,4.5,True,125.0,500,0.11,0.22,0.3,10.99,0.2876712328767123,2602.054794520548
